index,symbol,companyName,floor,industryName
181,PCE,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Trung,HNX,Hóa chất đặc biệt
182,PCG,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,HNX,Dịch vụ và Thiết bị dầu khí
183,PCT,Công ty cổ phần Vận tải khí và Hóa chất Việt Nam,HNX,Dịch vụ vận tải
184,PDB,Công ty cố phần tập đoàn đầu tư DIN Capital,HNX,Vật liệu xây dựng
185,PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,HNX,Khách sạn
186,PEN,Công ty Cổ phần Xây lắp III Petrolimex,HNX,Xây dựng công trình
187,PGN,Công ty cổ phần Phụ Gia Nhựa,HNX,Hóa chất cơ bản
188,PGS,Công ty cổ phần kinh doanh khí miền nam,HNX,Gas
189,PGT,Công ty cổ phần PGT Holdings,HNX,Dịch vụ vận tải
190,PHN,Công ty cổ phần Pin Hà Nội,HNX,Thiết bị điện
191,PHP,Công ty Cổ phần Cảng Hải Phòng,HNX,Dịch vụ vận tải
192,PIA,Công ty cổ phần Tin học Viễn thông Petrolimex,HNX,Phần mềm
193,PIC,Công ty Cổ phần Đầu tư Điện lực 3,HNX,Điện
194,PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,HNX,Dịch vụ vận tải
195,PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,HNX,Hóa chất đặc biệt
196,PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí miền Bắc ,HNX,Hóa chất đặc biệt
197,PMC,Công ty Cổ phần Dược phẩm dược liệu Pharmedic ,HNX,Dược phẩm
198,PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,HNX,Bao bì & đóng gói
199,PMS,Công ty Cổ phần Cơ khí Xăng dầu,HNX,Xe tải và phương tiện vận chuyển thương mại
200,POT,Công ty Cổ phần Thiết bị Bưu Điện,HNX,Thiết bị viễn thông
201,PPE,Công ty Cổ phần Tư vấn Điện lực Dầu khí Việt Nam ,HNX,Dịch vụ hỗ trợ kinh doanh
202,PPP,Công ty Cổ phần Dược phẩm Phong Phú,HNX,Dược phẩm
203,PPS,Công ty Cổ phần Dịch vụ kỹ thuật Điện lực Dầu khí Việt Nam ,HNX,Thiết bị điện
204,PPY,Công ty Cổ phần Xăng dầu Dầu khí Phú Yên,HNX,Dịch vụ và Thiết bị dầu khí
205,PRC,Công ty Cổ phần Portserco,HNX,Dịch vụ vận tải
206,PRE,Tổng công ty cổ phần Tái bảo hiểm Hà Nội,HNX,Bảo hiểm đa ngành
207,PSC,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn ,HNX,Dịch vụ vận tải
208,PSD,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí ,HNX,Thiết bị viễn thông
209,PSE,Công ty Cổ phần Phân Bón và Hóa Chất Dầu Khí Đông Nam Bộ ,HNX,Hóa chất đặc biệt
210,PSI,Công ty Cổ phần Chứng khoán Dầu khí,HNX,Dịch vụ đầu tư
211,PSW,Công ty Cổ phần Phân bón và Hóa chất dầu khí Tây Nam Bộ,HNX,Hóa chất đặc biệt
212,PTD,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,HNX,Xây dựng công trình
213,PTI,Tổng Công ty Cổ phần bảo hiểm bưu điện,HNX,Bảo hiểm tài sản & thương vong
214,PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,HNX,Vận tải biển
215,PV2,Công ty Cổ phần Đầu tư PV2 ,HNX,Tài chính chuyên biệt
216,PVB,Công ty Cổ phần Bọc Ống Dầu khí Việt Nam ,HNX,Dịch vụ và Thiết bị dầu khí
217,PVC,Tổng công ty Hóa chất và Dịch vụ Dầu khí - CTCP (PVChem),HNX,Dịch vụ và Thiết bị dầu khí
218,PVG,CÔNG TY CỔ PHẦN KINH DOANH LPG VIỆT NAM,HNX,Gas
219,PVI,Công ty Cổ phần PVI,HNX,Bảo hiểm đa ngành
220,PVL,Công ty cổ phần Đầu tư Nhà đất Việt,HNX,Đầu tư và phát triển bất động sản
221,PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,HNX,Dịch vụ và Thiết bị dầu khí
222,QHD,Công ty cổ phần que hàn điện Việt Đức,HNX,Vật liệu xây dựng
223,QST,Công ty Cổ phần Sách và Thiết bị trường học Quảng Ninh,HNX,Cửa hàng chuyên dụng
224,QTC,Công ty Cổ phần Công trình giao thông Vận tải Quảng Nam,HNX,Xây dựng công trình
225,RCL,Công ty Cổ phần Địa ốc Chợ Lớn,HNX,Đầu tư và phát triển bất động sản
226,S55,Công ty Cổ phần Sông Đà 505,HNX,Xây dựng công trình
227,S99,Công ty Cổ phần SCI,HNX,Xây dựng công trình
228,SAF,Công ty Cổ phần Lương thực Thực phẩm SAFOCO,HNX,Sản xuất thực phẩm
229,SCG,CÔNG TY CỔ PHẦN XÂY DỰNG SCG,HNX,Xây dựng công trình
230,SCI,Công ty cổ phần SCI E&C,HNX,Xây dựng công trình
231,SD2,Công ty Cổ phần Sông Đà 2,HNX,Xây dựng công trình
232,SD4,Công ty Cổ phần Sông Đà 4,HNX,Xây dựng công trình
233,SD5,Công ty Cổ phần Sông Đà 5,HNX,Xây dựng công trình
234,SD6,Công ty Cổ phần Sông Đà 6,HNX,Xây dựng công trình
235,SD9,Công ty Cổ phần Sông Đà 9,HNX,Xây dựng công trình
236,SDA,Công ty Cổ phần Simco Sông Đà ,HNX,Dịch vụ cung ứng lao động và đào tạo
237,SDC,Công ty Cổ phần Tư vấn sông Đà,HNX,Xây dựng công trình
238,SDG,Công ty Cổ phần SADICO Cần Thơ,HNX,Bao bì & đóng gói
239,SDN,Công ty Cổ phần Sơn Đồng Nai,HNX,Vật liệu xây dựng
240,SDT,Công ty Cổ phần Sông Đà 10 ,HNX,Xây dựng công trình
241,SDU,Công ty Cổ phần Đầu tư xây dựng và Phát triển đô thị Sông Đà,HNX,Đầu tư và phát triển bất động sản
242,SEB,Công ty Cổ phần Đầu tư và Phát triển điện miền Trung,HNX,Điện
