index,symbol,companyName,floor,industryName
718,TDB,Công ty cổ phần Thủy điện Định Bình,UPCOM,Điện
719,TDF,Công ty cổ phần Trung Đô,UPCOM,"Xây dựng, chế tạo nhà ở"
720,TDS,Công ty Cổ phần thép Thủ Đức,UPCOM,Thép
721,TEC,Công ty Cổ phần Traenco,UPCOM,Dịch vụ cung ứng lao động và đào tạo
722,TEL,Công ty Cổ phần Phát triển Công trình Viễn thông,UPCOM,Dịch vụ viễn thông cố định
723,TGP,Công ty Cổ phần Trường Phú ,UPCOM,Thiết bị viễn thông
724,TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam ,UPCOM,Nông sản và thủy hải sản
725,THN,Công ty cổ phần Cấp nước Thanh Hóa,UPCOM,Nước
726,THP,Công ty cổ phần Thủy sản và Thương mại Thuận Phước,UPCOM,Nông sản và thủy hải sản
727,THU,Công ty Cổ phần Môi trường và Công trình đô thị Thanh Hóa,UPCOM,Dịch vụ xử lý phế liệu phế thải
728,THW,Công ty cổ phần cấp nước Tân Hòa,UPCOM,Nước
729,TID,Công ty cổ phần Tổng công ty Tín Nghĩa,UPCOM,Đầu tư và phát triển bất động sản
730,TIE,Công ty Cổ phần TIE,UPCOM,Dịch vụ tiêu dùng chuyên dụng
731,TIN,Công ty Tài chính Cổ phần Tín Việt,UPCOM,Ngân hàng
732,TIS,Công ty Cổ phần Gang thép Thái Nguyên ,UPCOM,Thép
733,TKA,Công ty Cổ phần Bao bì Tân Khánh An,UPCOM,Bao bì & đóng gói
734,TKG,Công ty cổ phần Sản xuất và Thương mại Tùng Khánh,UPCOM,Vật liệu xây dựng
735,TL4,Tổng Công ty Xây dựng Thủy lợi 4 ,UPCOM,Xây dựng công trình
736,TLI,Công ty cổ phần May Quốc Tế Thắng Lợi,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
737,TLP,Tổng công ty Thương mại Xuất nhập khẩu Thanh Lễ – CTCP,UPCOM,Dầu khí tổng hợp
738,TLT,Công ty Cổ phần Viglacera Thăng Long,UPCOM,Vật liệu xây dựng
739,TMG,Công ty cổ phần Kim loại màu Thái Nguyên - Vimico,UPCOM,Kim loại màu
740,TMW,Công ty Cổ phần tổng hợp gỗ Tân Mai,UPCOM,"Đồ đạc, nội thất"
741,TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,UPCOM,Thép
742,TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng công trình ,UPCOM,Xây dựng công trình
743,TNP,Công ty cổ phần Cảng Thị Nại,UPCOM,Dịch vụ vận tải
744,TNS,Công ty Cổ phần Thép Tấm Lá Thống Nhất,UPCOM,Thép
745,TNW,Công ty Cổ phần Nước sạch Thái Nguyên,UPCOM,Nước
746,TOP,Công ty Cổ phần Phân phối Top One,UPCOM,Cung ứng
747,TOS,Công ty Cổ phần Dịch vụ biển Tân Cảng,UPCOM,Dịch vụ vận tải
748,TOT,Công ty cổ phần Vận tải Transimex,UPCOM,Dịch vụ vận tải
749,TOW,Công ty cổ phần Cấp nước Trà Nóc - Ô Môn,UPCOM,Nước
750,TPS,Công ty Cổ phần Bến bãi vận tải Sài Gòn,UPCOM,Dịch vụ vận tải
751,TQN,Công ty Cổ phần Thông Quảng Ninh,UPCOM,Chế phẩm từ gỗ
752,TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,UPCOM,Nước
753,TR1,Công ty Cổ phần Vận tải 1 Traco,UPCOM,Dịch vụ vận tải
754,TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng hải,UPCOM,Vận tải biển
755,TRT,Công ty cổ phần RedstarCera,UPCOM,Vật liệu xây dựng
756,TS3,Công ty cổ phần Trường Sơn 532,UPCOM,Xây dựng công trình
757,TS4,Công ty Cổ phần Thủy sản số 4 ,UPCOM,Nông sản và thủy hải sản
758,TS5,Công ty cổ phần Trường Sơn 145,UPCOM,Xây dựng công trình
759,TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,UPCOM,Du lịch
760,TSG,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,UPCOM,Đường sắt
761,TSJ,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,UPCOM,Du lịch
762,TTD,Công ty cổ phần Bệnh viện Tim Tâm Đức,UPCOM,Dịch vụ y tế
763,TTG,Công ty Cổ phần May Thanh Trì ,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
764,TTN,Công ty Cổ phần Công nghệ và Truyền thông Việt Nam,UPCOM,Dịch vụ viễn thông di động
765,TTP,Công ty Cổ phần Bao bì Nhựa Tân Tiến,UPCOM,Bao bì & đóng gói
766,TTS,Công ty cổ phần Cán thép Thái Trung,UPCOM,Thép
767,TUG,Công ty cổ phần Lai dắt và Vận tải Cảng Hải Phòng,UPCOM,Vận tải biển
768,TV1,Công ty Cổ phần Tư vấn xây dựng điện 1,UPCOM,Thiết bị điện
769,TV6,Công ty Cổ phần Thương mại Đầu tư xây lắp điện Thịnh Vượng,UPCOM,Vật liệu xây dựng
770,TVA,Công ty Cổ phần Sứ Viglacera Thanh Trì,UPCOM,Vật liệu xây dựng
771,TVG,Công ty Cổ phần Tư vấn đầu tư và Xây dựng giao thông vận tải,UPCOM,Xây dựng công trình
772,TVH,Công ty cổ phần Tư vấn Xây dựng công trình Hàng hải,UPCOM,Xây dựng công trình
773,TVM,Công ty cổ phần Tư vấn Đầu tư Mỏ và Công nghiệp - Vinacomin,UPCOM,Dịch vụ hỗ trợ kinh doanh
774,TVN,Tổng công ty Thép Việt Nam - CTCP,UPCOM,Thép
775,TVP,Công ty Cổ phần Dược phẩm TV.Pharm,UPCOM,Dược phẩm
776,TVW,Công ty cổ phần Cấp thoát nước Trà Vinh,UPCOM,Nước
777,TW3,Công ty Cổ phần Dược Trung Ương 3,UPCOM,Dược phẩm
778,UCT,Công ty cổ phần Đô thị Cần Thơ,UPCOM,Dịch vụ xử lý phế liệu phế thải
779,UDJ,Công ty Cổ phần Phát triển Đô thị - Becamex UDJ,UPCOM,Vật liệu xây dựng
780,UDL,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk,UPCOM,Xây dựng công trình
781,UEM,Công ty Cổ phần cơ điện Uông Bí,UPCOM,Công nghiệp đa ngành
782,UMC,Công ty Cổ phần Công trình đô thị Nam Định,UPCOM,Dịch vụ xử lý phế liệu phế thải
783,UPC,Công ty cổ phần Phát triển công viên cây xanh và Đô thị Vũng Tàu,UPCOM,Dịch vụ xử lý phế liệu phế thải
784,UPH,Công ty Cổ phần Dược phẩm TW25,UPCOM,Dược phẩm
785,USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,UPCOM,Xây dựng công trình
786,USD,Công ty cổ phần Công trình Đô thị Sóc Trăng,UPCOM,Dịch vụ xử lý phế liệu phế thải
787,V11,Công ty Cổ phần Xây dựng số 11,UPCOM,Xây dựng công trình
788,V15,Công ty Cổ phần Xây dựng số 15,UPCOM,Xây dựng công trình
789,VAB,Ngân hàng Thương mại Cổ phần Việt Á,UPCOM,Ngân hàng
790,VAV,Công ty cổ phần VIWACO,UPCOM,Nước
791,VBB,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,UPCOM,Ngân hàng
792,VBG,Công ty cổ phần Địa chất Việt Bắc - TKV,UPCOM,Khai khoáng nói chung
793,VBH,Công ty Cổ phần Điện tử Bình Hòa,UPCOM,Đồ điện tử
794,VC5,Công ty Cổ phần Xây dựng số 5_Vinaconex,UPCOM,Xây dựng công trình
795,VCE,Công ty Cổ phần Xây lắp Môi trường,UPCOM,Khai khoáng nói chung
796,VCP,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Năng lượng Vinaconex,UPCOM,Điện
797,VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,UPCOM,Đầu tư và phát triển bất động sản
798,VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,UPCOM,Xây dựng công trình
799,VCW,Công ty cổ phần Đầu tư Nước sạch Sông Đà,UPCOM,Nước
800,VCX,Công ty Cổ phần Xi măng Yên Bình ,UPCOM,Vật liệu xây dựng
801,VDB,Công ty cổ phần Vận tải và Chế biến Than Đông Bắc,UPCOM,Than đá
802,VDM,Công ty cổ phần - Viện Nghiên cứu Dệt May,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
803,VDN,Công ty Cổ phần Vinatex Đà Nẵng,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
804,VDT,Công ty Cổ phần Lưới thép Bình Tây ,UPCOM,Vật liệu xây dựng
805,VE9,Công ty Cổ phần Đầu tư và xây dựng VNECO 9 ,UPCOM,Xây dựng công trình
806,VEA,Tổng công ty Máy Động lực và Máy Nông nghiệp Việt Nam – CTCP,UPCOM,Ôtô
807,VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,UPCOM,Đồ điện tử
808,VEF,Công ty cổ phần Trung Tâm Hội Chợ Triển Lãm Việt Nam,UPCOM,Các hãng truyền thông
809,VES,Công ty Cổ phần Đầu tư và Xây dựng điện Mê Ca Vneco,UPCOM,Xây dựng công trình
810,VET,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,UPCOM,Dược phẩm
811,VFC,Công ty Cổ phần Vinafco,UPCOM,Dịch vụ vận tải
812,VFR,Công ty Cổ phần Vận tải và Thuê tàu - Vietfracht ,UPCOM,Vận tải biển
813,VFS,Công ty cổ phần chứng khoán Nhất Việt,UPCOM,Dịch vụ đầu tư
814,VGG,Tổng Công ty Cổ phần may Việt Tiến ,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
815,VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,UPCOM,Dịch vụ viễn thông cố định
816,VGL,Công ty cổ phần Mạ kẽm công nghiệp Vingal - Vnsteel,UPCOM,Thép
817,VGR,Công ty cổ phần Cảng Xanh Vip,UPCOM,Vận tải biển
818,VGT,Tập đoàn Dệt May Việt Nam,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
819,VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,UPCOM,Xây dựng công trình
820,VHD,Công ty Cổ phần Đầu tư phát triển Nhà và Đô thị Vinaconex,UPCOM,Xây dựng công trình
821,VHF,Công ty Cổ phần Xây dựng và chế biến lương thực Vĩnh Hà,UPCOM,Sản xuất thực phẩm
822,VHG,Công ty Cổ phần Đầu tư và phát triển Việt Trung Nam,UPCOM,Thiết bị viễn thông
823,VHH,Công ty Cổ phần Đầu tư Xây dựng Viwaseen Huế,UPCOM,Xây dựng công trình
824,VHI,Công ty Cổ phần Kinh doanh và Đầu tư Việt Hà,UPCOM,Sản xuất thực phẩm
825,VIH,Công ty Cổ phần Viglacera Hà Nội,UPCOM,Vật liệu xây dựng
826,VIM,Công ty Cổ phần Khoáng sản Viglacera,UPCOM,Khai khoáng nói chung
827,VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,UPCOM,Dịch vụ giao nhận
828,VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu ,UPCOM,Khách sạn
829,VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - CTCP,UPCOM,Xây dựng công trình
830,VKD,Công ty Cổ phần Nước khoáng Khánh Hòa - FIT Beverage,UPCOM,Nước ngọt
831,VKP,Công ty Cổ phần Nhựa Tân Hóa,UPCOM,Bao bì & đóng gói
832,VLB,Công ty Cổ phần Xây dựng và Sản xuất vật liệu xây dựng Biên Hòa,UPCOM,Vật liệu xây dựng
833,VLC,Tổng Công ty Chăn nuôi Việt Nam - CTCP,UPCOM,Nông sản và thủy hải sản
834,VLF,Công ty Cổ phần Lương thực thực phẩm Vĩnh Long,UPCOM,Bán lẻ thực phẩm
835,VLG,Công ty Cổ Phần VIMC LOGISTICS,UPCOM,Vận tải biển
836,VLP,Công ty Cổ phần Công trình Công cộng Vĩnh Long,UPCOM,Dịch vụ xử lý phế liệu phế thải
837,VLW,Công ty cổ phần Cấp nước Vĩnh Long,UPCOM,Nước
838,VMA,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,UPCOM,Ôtô
839,VMG,Công ty Cổ phần Thương mại và Dịch vụ dầu khí Vũng Tàu,UPCOM,Gas
840,VMI,Công ty Cổ phần Khoáng sản và Đầu tư VISACO,UPCOM,Xây dựng công trình
841,VNA,Công ty Cổ phần vận tải biển VINASHIP ,UPCOM,Vận tải biển
842,VNB,Công ty cổ phần Sách Việt Nam,UPCOM,Cửa hàng chuyên dụng
843,VNH,Công ty Cổ phần Thủy hải sản Việt Nhật,UPCOM,Nông sản và thủy hải sản
844,VNI,Công ty Cổ phần Đầu tư bất động sản Việt Nam,UPCOM,Đầu tư và phát triển bất động sản
845,VNP,Công ty Cổ phần nhựa Việt Nam ,UPCOM,Hóa chất cơ bản
846,VNX,Công ty Cổ phần Quảng cáo và Hội chợ thương mại,UPCOM,Các hãng truyền thông
847,VNY,Công ty cổ phần Thuốc Thú y Trung Ương I,UPCOM,Dược phẩm
848,VOC,Tổng Công ty Công nghiệp dầu thực vật Việt Nam – CTCP,UPCOM,Sản xuất thực phẩm
849,VPA,Công ty Cổ phần Vận tải Hóa dầu VP,UPCOM,Vận tải biển
850,VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam ,UPCOM,Xây dựng công trình
851,VPR,CÔNG TY CỔ PHẦN VINAPRINT,UPCOM,Giấy
852,VPW,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,UPCOM,Nước
853,VQC,Công ty Cổ phần Giám định Vinacomin,UPCOM,Dịch vụ hỗ trợ kinh doanh
854,VRG,Công ty Cổ phần Phát triển đô thị và khu công nghiệp cao su Việt Nam,UPCOM,Xây dựng công trình
855,VSE,Công ty cổ phần Dịch vụ Đường cao tốc Việt Nam,UPCOM,Dịch vụ vận tải
856,VSF,Tổng Công ty Lương thực Miền Nam – Công ty cổ phần,UPCOM,Nông sản và thủy hải sản
857,VSG,Công ty Cổ phần Container phía Nam ,UPCOM,Dịch vụ vận tải
858,VSN,Công ty cổ phần Việt Nam Kỹ Nghệ Súc Sản,UPCOM,Sản xuất thực phẩm
859,VSP,Công ty Cổ phần Vận tải biển và Bất động sản Việt Hải ,UPCOM,Vận tải biển
860,VST,Công ty Cổ phần Vận tải và Thuê tàu biển Việt Nam,UPCOM,Vận tải biển
861,VTA,Công ty Cổ phần Vitaly,UPCOM,Vật liệu xây dựng
862,VTD,Công ty Cổ phần Du lịch Vietourist,UPCOM,Du lịch
863,VTE,Công ty cổ phần Viễn thông Điện tử VINACAP,UPCOM,Thiết bị viễn thông
864,VTG,Công ty Cổ phần du lịch tỉnh Bà Rịa - Vũng Tàu,UPCOM,Khách sạn
865,VTI,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
866,VTK,Công ty cổ phần Tư vấn Thiết kế Viettel,UPCOM,Thiết bị viễn thông
867,VTM,Công ty cổ phần Vận Tải và đưa đón thợ mỏ - Vinacomin,UPCOM,Dịch vụ vận tải
868,VTP,Tổng công ty Cổ phần Bưu chính Viettel,UPCOM,Dịch vụ giao nhận
869,VTQ,Công ty cổ phần Việt Trung Quảng Bình,UPCOM,Nông sản và thủy hải sản
870,VTR,Công ty cổ phần Du lịch và Tiếp thị Giao thông Vận tải Việt Nam - Vietravel,UPCOM,Du lịch
871,VTS,Công ty Cổ phần Gạch ngói Từ Sơn,UPCOM,Vật liệu xây dựng
872,VTX,Công ty cổ phần vận tải đa phương thức VIETRANSTIMEX,UPCOM,Dịch vụ vận tải
873,VVN,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,UPCOM,Xây dựng công trình
874,VW3,Công ty Cổ Phần VIWASEEN3,UPCOM,Vật liệu xây dựng
875,VWS,Công ty cổ phần Nước và Môi trường Việt Nam,UPCOM,Xây dựng công trình
876,VXP,CÔNG TY CỔ PHẦN THUỐC THÚ Y TRUNG ƯƠNG VETVACO,UPCOM,Dược phẩm
877,VXT,Công ty Cổ phần Kho vận và Dịch vụ thương mại,UPCOM,Dịch vụ vận tải
878,WSB,Công ty Cổ phần Bia Sài Gòn - Miền Tây,UPCOM,Sản xuất bia
879,WTC,Công ty Cổ phần Vận tải thủy - Vinacomin,UPCOM,Vận tải biển
880,X26,Công ty cổ phần 26,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
881,X77,Công ty cổ phần Thành An 77,UPCOM,Vật liệu xây dựng
882,XDH,Công ty cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,UPCOM,"Xây dựng, chế tạo nhà ở"
883,XHC,Công ty cổ phần Xuân Hòa Việt Nam,UPCOM,"Đồ đạc, nội thất"
884,XLV,Công ty cổ phần Xây lắp và Dịch vụ Sông Đà,UPCOM,Xây dựng công trình
885,XMC,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,UPCOM,Vật liệu xây dựng
886,XMD,Công ty Cổ phần Xuân Mai - Đạo Tú,UPCOM,Vật liệu xây dựng
887,XMP,Công ty cổ phần thủy điện Xuân Minh,UPCOM,Thiết bị điện
888,XPH,Công ty Cổ phần Xà phòng Hà Nội,UPCOM,Hóa chất đặc biệt
889,YBC,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái ,UPCOM,Vật liệu xây dựng
890,YTC,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,UPCOM,Dược phẩm
