index,symbol,companyName,floor,industryName
0,A32,Công ty cổ phần 32,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
1,AAS,Công ty Cổ phần Chứng khoán SmartInvest,UPCOM,Dịch vụ đầu tư
2,ABB,Ngân hàng Thương mại Cổ phần An Bình,UPCOM,Ngân hàng
3,ABC,Công ty cổ phần Truyền thông VMG,UPCOM,Dịch vụ viễn thông di động
4,ABI,Công ty Cổ phần Bảo hiểm Ngân hàng Nông nghiệp (ABIC) ,UPCOM,Bảo hiểm đa ngành
5,ABR,Công ty Cổ phần Đầu tư Nhãn hiệu Việt,UPCOM,Dịch vụ tiện ích tổng hợp
6,ACE,Công ty Cổ phần Bê tông ly tâm An Giang,UPCOM,Vật liệu xây dựng
7,ACG,Công ty Cổ phần Gỗ An Cường,UPCOM,"Đồ đạc, nội thất"
8,ACS,Công ty Cổ phần Xây lắp Thương mại 2,UPCOM,Xây dựng công trình
9,ACV,Tổng công ty cảng hàng không Việt Nam - CTCP,UPCOM,Dịch vụ vận tải
10,ADP,Công ty Cổ phần Sơn Á Đông ,UPCOM,Vật liệu xây dựng
11,AFX,Công ty Cổ phần Xuất nhập khẩu Nông sản thực phẩm An Giang,UPCOM,Nông sản và thủy hải sản
12,AG1,Công ty Cổ phần 28.1,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
13,AGF,Công ty Cổ phần Xuất nhập khẩu thủy sản An Giang ,UPCOM,Nông sản và thủy hải sản
14,AGP,Công ty Cổ phần Dược phẩm Agimexpharm,UPCOM,Dược phẩm
15,AGX,Công ty Cổ phần nông sản xuất khẩu Sài Gòn ,UPCOM,Sản xuất thực phẩm
16,AIC,Tổng Công ty Cổ phần Bảo hiểm Hàng không,UPCOM,Bảo hiểm đa ngành
17,ALV,Công ty Cổ phần Xây dựng ALVICO,UPCOM,Vật liệu xây dựng
18,AMP,Công ty Cổ phần Armephaco,UPCOM,Thiết bị y tế
19,AMS,Công ty cổ phần Cơ khí Xây dựng AMECC,UPCOM,Vật liệu xây dựng
20,ANT,Công ty Cổ phần Rau quả thực phẩm An Giang,UPCOM,Sản xuất thực phẩm
21,APF,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,UPCOM,Sản xuất thực phẩm
22,APL,Công ty cổ phần Cơ khí và thiết bị áp lực – VVMI,UPCOM,Vật liệu xây dựng
23,APT,Công ty Cổ phần Kinh doanh Thủy hải sản Sài Gòn,UPCOM,Sản xuất thực phẩm
24,ASA,Công ty Cổ phần ASA,UPCOM,Sản phẩm gia dụng không lâu bền
25,ATA,Công ty Cổ phần NTACO ,UPCOM,Nông sản và thủy hải sản
26,ATB,Công ty Cổ phần An Thịnh,UPCOM,Xây dựng công trình
27,ATG,Công ty Cổ phần An Trường An,UPCOM,Khai khoáng nói chung
28,AUM,Công ty Cổ phần Vinacafe Sơn Thành,UPCOM,Cửa hàng chuyên dụng
29,AVC,Công ty cổ phần Thủy điện A Vương,UPCOM,Điện
30,AVF,Công ty Cổ phần Việt An,UPCOM,Nông sản và thủy hải sản
31,B82,Công ty Cổ phần 482,UPCOM,Xây dựng công trình
32,BAL,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,UPCOM,Sản xuất bia
33,BBH,Công ty cổ phần Bao bì Hoàng Thạch,UPCOM,Bao bì & đóng gói
34,BBM,Công ty Cổ phần Bia Hà Nội - Nam Định,UPCOM,Sản xuất bia
35,BBT,Công ty Cổ phần Bông Bạch Tuyết,UPCOM,Vật dụng cá nhân
36,BCA,Công ty cổ phần B.C.H,UPCOM,Khai thác và sản xuất dầu khí 
37,BCB,Công ty cổ phần 397,UPCOM,Than đá
38,BCP,Công ty cổ phần dược ENLIE,UPCOM,Dược phẩm
39,BCV,Công ty Cổ phần Du lịch & Thương mại Bằng Giang Cao Bằng,UPCOM,Khách sạn
40,BDG,CÔNG TY CỔ PHẦN MAY MẶC BÌNH DƯƠNG,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
41,BDT,Công ty cổ phần Xây lắp và Vật liệu xây dựng Đồng Tháp,UPCOM,Vật liệu xây dựng
42,BDW,Công ty Cổ phần Cấp thoát nước Bình Định ,UPCOM,Nước
43,BEL,CÔNG TY CỔ PHẦN ĐIỆN TỬ BIÊN HÒA,UPCOM,Thiết bị điện tử văn phòng
44,BGW,Công ty Cổ phần Nước sạch Bắc Giang,UPCOM,Nước
45,BHA,Công ty Cổ phần Thủy điện Bắc Hà,UPCOM,Điện
46,BHC,Công ty Cổ phần Bê tông Biên Hòa ,UPCOM,Xe tải và phương tiện vận chuyển thương mại
47,BHG,Công ty Cổ phần Chè Biển Hồ,UPCOM,Sản xuất thực phẩm
48,BHK,Công ty cổ phần Bia Hà Nội - Kim Bài,UPCOM,Sản xuất bia
49,BHP,Công ty Cổ phần Bia Hà Nội - Hải Phòng,UPCOM,Sản xuất bia
50,BHT,Công ty Cổ phần Đầu tư Xây dựng Bạch Đằng TMC ,UPCOM,Xây dựng công trình
51,BIO,Công ty cổ phần Vắc Xin và Sinh phẩm Nha Trang,UPCOM,Dược phẩm
52,BKH,Công ty Cổ phần Bánh mứt kẹo Hà Nội,UPCOM,Sản xuất thực phẩm
53,BLI,Tổng Công ty Cổ phần Bảo Hiểm Bảo Long,UPCOM,Bảo hiểm tài sản & thương vong
54,BLN,Công ty cổ phần Vận tải và dịch vụ Liên Ninh,UPCOM,Du lịch
55,BLT,Công ty Cổ phần Lương thực Bình Định,UPCOM,Sản xuất thực phẩm
56,BLU,Công ty cổ phần Công trình Đô thị Bạc Liêu,UPCOM,Dịch vụ xử lý phế liệu phế thải
57,BLW,Công ty cổ phần Cấp nước Bạc Liêu,UPCOM,Nước
58,BMD,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận,UPCOM,Dịch vụ xử lý phế liệu phế thải
59,BMF,Công ty Cổ phần Vật liệu xây dựng và Chất đốt Đồng Nai,UPCOM,Cửa hàng chuyên dụng
60,BMG,Công ty Cổ phần May Bình Minh,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
61,BMJ,Công ty cổ phần khoáng sản Miền Đông AHP,UPCOM,Khai khoáng nói chung
62,BMN,Công ty cổ phần 715,UPCOM,Xây dựng công trình
63,BMS,Công ty Cổ phần Chứng Khoán Bảo Minh,UPCOM,Dịch vụ đầu tư
64,BMV,Công ty Cổ phần Bột mỳ Vinafood 1,UPCOM,Sản xuất thực phẩm
65,BNW,Công ty cổ phần Nước sạch Bắc Ninh,UPCOM,Nước
66,BOT,Công ty cổ phần BOT Cầu Thái Hà,UPCOM,Xây dựng công trình
67,BPW,Công ty Cổ phần Cấp thoát nước Bình Phước,UPCOM,Nước
68,BQB,Công ty Cổ phần Bia Hà Nội - Quảng Bình,UPCOM,Sản xuất bia
69,BRR,Công ty Cổ phần Cao su Bà Rịa,UPCOM,Hóa chất cơ bản
70,BRS,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,UPCOM,Dịch vụ xử lý phế liệu phế thải
71,BSA,Công ty Cổ phần Thủy Điện Buôn Đôn,UPCOM,Điện
72,BSD,"Công ty cổ phần Bia, Rượu Sài Gòn - Đồng Xuân",UPCOM,Sản xuất bia
73,BSG,Công ty cổ phần Xe khách Sài Gòn,UPCOM,Du lịch
74,BSH,Công ty Cổ phần Bia Sài Gòn - Hà Nội,UPCOM,Sản xuất bia
75,BSL,Công ty Cổ phần Bia Sài Gòn - Sông Lam,UPCOM,Sản xuất bia
76,BSP,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,UPCOM,Sản xuất bia
77,BSQ,Công ty cổ phần Bia Sài Gòn - Quảng Ngãi,UPCOM,Sản xuất bia
78,BSR,Công ty cổ phần Lọc – Hóa dầu Bình Sơn,UPCOM,Dầu khí tổng hợp
79,BT1,Công ty cổ phần bảo vệ thực vật 1 Trung Ương,UPCOM,Hóa chất đặc biệt
80,BT6,Công ty Cổ phần Beton 6,UPCOM,Vật liệu xây dựng
81,BTB,Công ty Cổ phần Bia Hà Nội - Thái Bình,UPCOM,Sản xuất bia
82,BTD,Công ty cổ phần Bê tông Ly tâm Thủ Đức,UPCOM,Vật liệu xây dựng
83,BTG,Công ty Cổ phần Bao bì Tiền Giang,UPCOM,Bao bì & đóng gói
84,BTH,Công ty Cổ phần Chế tạo Biến thế và Vật liệu điện Hà Nội,UPCOM,Thiết bị điện
85,BTN,Công ty cổ phần Gạch Tuy Nen Bình Định,UPCOM,Vật liệu xây dựng
86,BTU,Công ty cổ phần Công trình Đô thị Bến Tre,UPCOM,Xây dựng công trình
87,BTV,Công ty Cổ phần Dịch vụ du lịch Bến Thành,UPCOM,Du lịch
88,BUD,Công ty Cổ phần Khoa học Công nghệ Việt Nam,UPCOM,Xây dựng công trình
89,BVB,Ngân hàng TMCP Bản Việt,UPCOM,Ngân hàng
90,BVG,Công ty Cổ phần Thép Bắc Việt,UPCOM,Vật liệu xây dựng
91,BVL,Công ty Cổ phần BV Land,UPCOM,Dịch vụ bất động sản
92,BVN,Công ty Cổ phần Bông Việt Nam ,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
93,BWA,Công ty Cổ phần Cấp thoát nước và Xây dựng Bảo Lộc ,UPCOM,Nước
94,BWS,Công ty cổ phần Cấp nước Bà Rịa - Vũng Tàu,UPCOM,Nước
95,BXT,Công ty Cổ phần Bến xe tàu Hậu Giang,UPCOM,Du lịch
96,C12,Công ty Cổ phần Cầu 12,UPCOM,Xây dựng công trình
97,C21,Công ty Cổ phần Thế kỷ 21,UPCOM,Đầu tư và phát triển bất động sản
98,C22,Công ty Cổ phần 22,UPCOM,Sản xuất thực phẩm
99,C36,Công ty Cổ phần Quản Lý và Xây dựng công trình giao thông 236,UPCOM,Xây dựng công trình
100,C4G,Công ty cổ phần Tập đoàn CIENCO4,UPCOM,Xây dựng công trình
101,CAB,CÔNG TY CỔ PHẦN TỔNG CÔNG TY TRUYỀN HÌNH CÁP VIỆT NAM,UPCOM,Các hãng truyền thông
102,CAD,Công ty Cổ phần Chế biến và Xuất nhập khẩu Thủy sản Cadovimex ,UPCOM,Nông sản và thủy hải sản
103,CAM,Công ty cổ phần Môi trường đô thị Cà Mau,UPCOM,Dịch vụ xử lý phế liệu phế thải
104,CAT,Công ty Cổ phần Thủy sản Cà Mau,UPCOM,Sản xuất thực phẩm
105,CBI,Công ty Cổ phần Gang thép Cao Bằng,UPCOM,Thép
106,CBS,Công ty Cổ phần Mía đường Cao Bằng,UPCOM,Sản xuất thực phẩm
107,CC1,Tổng Công ty Xây dựng Số 1 – CTCP,UPCOM,Xây dựng công trình
108,CC4,Công ty Cổ phần Đầu tư và Xây dựng số 4,UPCOM,Xây dựng công trình
109,CCA,Công ty cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,UPCOM,Sản xuất thực phẩm
110,CCM,Công ty Cổ phần Khoáng Sản Và Xi Măng Cần Thơ ,UPCOM,Vật liệu xây dựng
111,CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,UPCOM,Dịch vụ vận tải
112,CCT,Công ty Cổ phần Cảng Cần Thơ,UPCOM,Dịch vụ vận tải
113,CCV,Công ty cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,UPCOM,Xây dựng công trình
114,CDG,Công ty cổ phần Cầu Đuống,UPCOM,Vật liệu xây dựng
115,CDH,Công ty cổ phần Công trình công cộng và dịch vụ du lịch Hải Phòng,UPCOM,Dịch vụ xử lý phế liệu phế thải
116,CDO,Công ty Cổ phần Tư vấn thiết kế và phát triển đô thị,UPCOM,Xây dựng công trình
117,CDP,Công ty cổ phần Dược phẩm Trung ương Codupha,UPCOM,Dược phẩm
118,CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai,UPCOM,Xây dựng công trình
119,CE1,Công ty Cổ phần Xây dựng và Thiết bị Công nghiệp CIE1,UPCOM,Máy công nghiệp
120,CEG,Công ty Cổ phần Tập đoàn Xây dựng và thiết bị Công nghiệp,UPCOM,Vật liệu xây dựng
121,CEN,Công ty Cổ phần CENCON Việt Nam,UPCOM,Cửa hàng chuyên dụng
122,CFM,Công ty cổ phần Đầu tư CFM,UPCOM,Dịch vụ cung ứng lao động và đào tạo
123,CFV,Công ty cổ phần Cà phê Thắng Lợi,UPCOM,Sản xuất thực phẩm
124,CGL,CÔNG TY CỔ PHẦN THƯƠNG MẠI GIA LAI,UPCOM,Cung ứng
125,CGV,Công ty cổ phần Sành sứ Thủy tinh Việt Nam,UPCOM,Vật liệu xây dựng
126,CH5,Công ty cổ phần xây dựng số 5 Hà Nội,UPCOM,Xây dựng công trình
127,CHC,Công ty cổ phần Cẩm Hà,UPCOM,Chế phẩm từ gỗ
128,CHS,Công ty Cổ phần Chiếu sáng công cộng Thành phố Hồ Chí Minh,UPCOM,Điện
129,CI5,Công ty Cổ phần Đầu tư Xây dựng số 5,UPCOM,Xây dựng công trình
130,CID,Công ty Cổ phần Xây dựng và phát triển cơ sở hạ tầng,UPCOM,Xây dựng công trình
131,CIP,Công ty Cổ phần Xây lắp và Sản xuất công nghiệp,UPCOM,Xây dựng công trình
132,CKA,Công ty cổ phần Cơ Khí An Giang,UPCOM,Kim loại màu
133,CKD,Công ty Cổ phần cơ khí Đông Anh Licogi,UPCOM,Kim loại màu
134,CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec ,UPCOM,Đầu tư và phát triển bất động sản
135,CLX,Công ty cổ phần Xuất nhập khẩu và đầu tư Chợ Lớn (Cholimex),UPCOM,Bán lẻ thực phẩm
136,CMD,Công ty cổ phần Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,UPCOM,Vật liệu xây dựng
137,CMF,Công ty cổ phần Thực phẩm Cholimex,UPCOM,Sản xuất thực phẩm
138,CMI,Công ty Cổ phần CMISTONE Việt Nam,UPCOM,Khai khoáng nói chung
139,CMK,Công ty Cổ phần cơ khí Mạo Khê - Vinacomin ,UPCOM,Máy công nghiệp
140,CMN,Công ty Cổ phần Lương thực thực phẩm Colusa - Miliket,UPCOM,Sản xuất thực phẩm
141,CMP,Công ty Cổ phần Cảng Chân Mây,UPCOM,Vận tải biển
142,CMT,Công ty Cổ phần Công nghệ Mạng và Truyền thông,UPCOM,Dịch vụ máy tính
143,CMW,Công ty Cổ phần cấp nước Cà Mau,UPCOM,Nước
144,CNA,Công ty TNHH MTV Đầu tư và Phát triển Chè Nghệ An,UPCOM,Sản xuất thực phẩm
145,CNC,Công ty Cổ phần Công nghệ cao Traphaco,UPCOM,Hóa chất cơ bản
146,CNN,"Công ty cổ phần Tư vấn công nghệ, thiết bị và kiểm định xây dựng - CONINCO",UPCOM,Dịch vụ hỗ trợ kinh doanh
147,CNT,Công ty Cổ phần Xây dựng và Kinh doanh vật tư ,UPCOM,Xây dựng công trình
148,CPA,Công ty Cổ phần Cà phê Phước An,UPCOM,Nông sản và thủy hải sản
149,CPH,Công ty cổ phần Phục vụ mai táng Hải Phòng,UPCOM,Dịch vụ tiêu dùng chuyên dụng
150,CPI,Công ty Cổ phần Đầu tư Cảng Cái Lân,UPCOM,Dịch vụ vận tải
151,CQN,Công ty cổ phần Cảng Quảng Ninh,UPCOM,Dịch vụ giao nhận
152,CQT,Công Ty Cổ Phần Xi Măng Quán Triều VVMI,UPCOM,Vật liệu xây dựng
153,CSI,Công ty Cổ phần Chứng Khoán Kiến Thiết Việt Nam,UPCOM,Dịch vụ đầu tư
154,CST,Công ty cổ phần Than Cao Sơn - TKV,UPCOM,Khai khoáng nói chung
155,CT3,Công ty Cổ phần Đầu tư và Xây dựng công trình 3,UPCOM,Xây dựng công trình
156,CT5,CÔNG TY CỔ PHẦN 319.5,UPCOM,"Xây dựng, chế tạo nhà ở"
157,CT6,Công ty Cổ phần Công trình 6,UPCOM,Xây dựng công trình
158,CTA,Công ty Cổ phần Vinavico ,UPCOM,Vật liệu xây dựng
159,CTN,Công ty Cổ phần Xây dựng Công trình ngầm ,UPCOM,Xây dựng công trình
160,CTR,Tổng công ty cổ phần công trình Viettel,UPCOM,Dịch vụ viễn thông cố định
161,CTW,Công ty Cổ phần Cấp thoát nước Cần Thơ,UPCOM,Nước
162,CYC,Công ty Cổ phần Gạch Men Chang Yih ,UPCOM,Vật liệu xây dựng
163,DAC,Công ty Cổ phần 382 Đông Anh,UPCOM,Vật liệu xây dựng
164,DAN,Công ty Cổ phần Dược Danapha,UPCOM,Dược phẩm
165,DAP,Công ty Cổ phần Đông Á,UPCOM,Giấy
166,DAR,Công ty Cổ phần Xe lửa Dĩ An,UPCOM,Đường sắt
167,DAS,Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng,UPCOM,Phụ tùng ô tô
168,DBH,Công ty cổ phần Đường bộ Hải Phòng,UPCOM,Dịch vụ vận tải
169,DBM,Công ty Cổ phần Dược - Vật tư y tế Đăk Lăk ,UPCOM,Dược phẩm
170,DBW,Công ty Cổ phần Cấp nước Điện Biên,UPCOM,Nước
171,DC1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,UPCOM,Xây dựng công trình
172,DCF,Công ty Cổ phần Xây dựng và Thiết kế Số 1,UPCOM,Xây dựng công trình
173,DCG,Công ty cổ phần Tổng Công ty May Đáp Cầu,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
174,DCH,Công ty Cổ phần Địa chính Hà Nội,UPCOM,Dịch vụ bất động sản
175,DCR,Công ty cổ phần Gạch Men Cosevco,UPCOM,Vật liệu xây dựng
176,DCS,Công ty Cổ phần Tập đoàn Đại Châu,UPCOM,"Đồ đạc, nội thất"
177,DCT,Công ty Cổ phần Tấm lợp Vật liệu Xây dựng Đồng Nai ,UPCOM,Vật liệu xây dựng
178,DDH,Công ty cổ phần Đảm bảo giao thông đường thủy Hải Phòng,UPCOM,Dịch vụ vận tải
179,DDM,Công ty Cổ phần Hàng hải Đông Đô ,UPCOM,Vận tải biển
180,DDN,Công ty Cổ phần Dược - Thiết bị y tế Đà Nẵng (DDN),UPCOM,Dược phẩm
181,DDV,Công ty Cổ phần DAP - VINACHEM,UPCOM,Hóa chất đặc biệt
182,DFC,Công ty Cổ phần Xích Líp Đông Anh,UPCOM,Máy công nghiệp
183,DFF,Công ty Cổ phần Tập đoàn đua FAT,UPCOM,"Xây dựng, chế tạo nhà ở"
184,DGT,Công ty Cổ phần Công trình giao thông Đồng Nai,UPCOM,Xây dựng công trình
185,DHB,Công ty Cổ phần Phân đạm và Hóa chất Hà Bắc,UPCOM,Hóa chất đặc biệt
186,DHD,Công ty Cổ phần Dược Vật tư Y tế Hải Dương,UPCOM,Dược phẩm
187,DHN,Công ty Cổ phần Dược phẩm Hà Nội,UPCOM,Dược phẩm
188,DIC,Công ty Cổ phần Đầu tư và Thương mại DIC ,UPCOM,Vật liệu xây dựng
189,DID,Công ty Cổ phần DIC-Đồng Tiến ,UPCOM,Xây dựng công trình
190,DKC,Công ty Cổ phần Chợ Lạng Sơn,UPCOM,Dịch vụ hỗ trợ kinh doanh
191,DKH,Trung tâm Đăng kiểm phương tiện Giao thông Thủy bộ,UPCOM,Dịch vụ vận tải
192,DLD,Công ty Cổ phần Du lịch Đắc Lắk,UPCOM,Khách sạn
193,DLR,Công ty Cổ phần Địa ốc Đà Lạt ,UPCOM,Đầu tư và phát triển bất động sản
194,DLT,Công ty cổ phần du lịch và thương mại - VINACOMIN,UPCOM,Công nghiệp đa ngành
195,DM7,Công ty cổ phần Dệt May 7,UPCOM,"Đồ may mặc, trang sức, phụ kiện"
196,DMN,Công ty Cổ phần DOMENAL,UPCOM,Nông sản và thủy hải sản
197,DNA,Công ty Cổ phần Điện nước An Giang,UPCOM,Điện
198,DNB,Công ty TNHH MTV Sách và Thiết bị trường học tỉnh Đắk Nông,UPCOM,Hoạt động xuất bản
199,DND,Công ty Cổ phần Đầu tư Xây dựng và Vật liệu Đồng Nai,UPCOM,Vật liệu xây dựng
200,DNE,Công ty cổ phần Môi trường Đô thị Đà Nẵng,UPCOM,Dịch vụ xử lý phế liệu phế thải
201,DNH,Công ty cổ phần Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,UPCOM,Điện
202,DNL,Công ty Cổ phần Logistic Cảng Đà Nẵng ,UPCOM,Dịch vụ vận tải
203,DNN,Công ty Cổ phần Cấp nước Đà Nẵng,UPCOM,Nước
204,DNT,Công ty Cổ phần Du lịch Đồng Nai,UPCOM,Du lịch
205,DNW,Công ty Cổ phần Cấp nước Đồng Nai,UPCOM,Nước
206,DOC,Công ty cổ phần Vật tư nông nghiệp Đồng Nai,UPCOM,Sản phẩm sinh hóa
207,DOP,Công ty Cổ phần Vận tải Xăng dầu Đồng Tháp ,UPCOM,Vận tải biển
208,DP1,Công ty Cổ phần Dược phẩm Trung ương CPC1,UPCOM,Dược phẩm
209,DP2,Công ty Cổ phần Dược phẩm Trung ương 2,UPCOM,Dược phẩm
210,DPD,Công ty Cổ phần Cao su Đồng Phú - Đắk Nông,UPCOM,Hóa chất cơ bản
211,DPH,Công ty cổ phần Dược phẩm Hải Phòng,UPCOM,Dược phẩm
212,DPP,Công ty Cổ phần Dược Đồng Nai ,UPCOM,Dược phẩm
213,DPS,Công ty Cổ phần Đầu tư Phát triển Sóc Sơn,UPCOM,Thép
214,DRG,Công ty Cổ phân cao su Đắk Lắk,UPCOM,Chế phẩm từ gỗ
215,DRI,Công ty Cổ phần Đầu tư cao su Đắk Lắk,UPCOM,Hóa chất cơ bản
216,DSC,Công ty cổ phần chứng khoán DSC,UPCOM,Dịch vụ đầu tư
217,DSG,Công ty Cổ phần Kính Đáp Cầu,UPCOM,Vật liệu xây dựng
218,DSP,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,UPCOM,Du lịch
219,DSV,Công ty cổ phần Đường sắt Vĩnh Phú,UPCOM,Đường sắt
220,DT4,Công ty Cổ phần Quản lý bảo trì đường thủy nội địa số 4,UPCOM,Xây dựng công trình
221,DTB,CÔNG TY CỔ PHẦN CÔNG TRÌNH ĐÔ THỊ BẢO LỘC,UPCOM,Xây dựng công trình
222,DTE,Công ty cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings,UPCOM,Điện
223,DTG,Công ty Cổ phần Dược phẩm Tipharco,UPCOM,Dược phẩm
224,DTI,Công ty Cổ phần Đầu tư Đức Trung,UPCOM,Đầu tư và phát triển bất động sản
225,DTP,Công ty cổ phần Dược phẩm CPC1 Hà Nội,UPCOM,Dược phẩm
226,DTV,Công ty Cổ phần Phát triển Điện Trà Vinh,UPCOM,Xây dựng công trình
227,DUS,CÔNG TY CỔ PHẦN DỊCH VỤ ĐÔ THỊ ĐÀ LẠT,UPCOM,Dịch vụ xử lý phế liệu phế thải
228,DVC,Công ty Cổ phần Thương mại dịch vụ tổng hợp Cảng Hải Phòng ,UPCOM,Gas
229,DVN,Tổng công ty Dược Việt Nam - CTCP,UPCOM,Dược phẩm
230,DVW,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,UPCOM,Nước
231,DWC,Công ty Cổ phần Cấp nước Đắk Lắk,UPCOM,Nước
232,DWS,Công ty Cổ phần Cấp nước và Môi trường đô thị Đồng Tháp,UPCOM,Nước
233,DX2,Công ty cổ phần Đầu tư và Xây dựng 319.2,UPCOM,Xây dựng công trình
234,DXD,Công ty Cổ phần Đầu tư và Phát triển Xây lắp Đông Anh,UPCOM,Xây dựng công trình
235,DXL,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn ,UPCOM,Khách sạn
236,E12,CÔNG TY CỔ PHẦN XÂY DỰNG ĐIỆN VNECO12,UPCOM,Điện
237,E29,Công ty Cổ phần Đầu tư Xây dựng và Kỹ thuật 29,UPCOM,Đầu tư và phát triển bất động sản
238,EAD,Công ty cổ phần Thủy điện Điện lực Đắk Lắk,UPCOM,Điện
239,EFI,Công ty Cổ phần Đầu tư tài chính giáo dục,UPCOM,Cửa hàng chuyên dụng
240,EIC,Công ty Cổ phần EVN Quốc tế,UPCOM,Điện
241,EIN,Công ty cổ phần Đầu tư - Thương mại - Dịch vụ Điện lực,UPCOM,Đầu tư và phát triển bất động sản
242,EME,Công ty Cổ phần Điện Cơ,UPCOM,Xây dựng công trình
243,EMG,Công ty Cổ Phần Thiết Bị Phụ Tùng Cơ điện,UPCOM,Thiết bị điện
244,EMS,Tổng Công ty Chuyển phát nhanh Bưu điện – Công ty cổ phần,UPCOM,Dịch vụ giao nhận
245,EPC,Công ty cổ phần Cà Phê Ea Pốk,UPCOM,Nông sản và thủy hải sản
246,EPH,Công ty cổ phần Dịch vụ Xuất bản Giáo dục Hà Nội,UPCOM,Hoạt động xuất bản
247,FBA,Công ty Cổ phần Tập đoàn Quốc tế FBA,UPCOM,Đồ điện tử
248,FBC,Công ty Cổ phần Cơ khí Phổ Yên,UPCOM,Vật liệu xây dựng
249,FCC,Công ty Cổ phần Liên Hợp Thực Phẩm,UPCOM,Sản xuất bia
250,FCS,Công ty cổ phần Lương thực thành phố Hồ Chí Minh,UPCOM,Nông sản và thủy hải sản
251,FDG,Công ty Cổ phần DOCIMEXCO,UPCOM,Nông sản và thủy hải sản
252,FGL,Công ty cổ phần Cà phê Gia Lai,UPCOM,Nông sản và thủy hải sản
253,FHN,Công ty cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,UPCOM,Bán lẻ thực phẩm
254,FHS,Công ty cổ phần Phát hành sách thành phố Hồ Chí Minh - FAHASA,UPCOM,Hoạt động xuất bản
255,FIC,Tổng Công ty Vật liệu Xây dựng số 1 – Công ty cổ phần,UPCOM,Vật liệu xây dựng
256,FOC,Công ty cổ phần Dịch vụ Trực tuyến FPT,UPCOM,Hoạt động xuất bản
257,FOX,Công ty Cổ phần Viễn thông FPT,UPCOM,Dịch vụ viễn thông cố định
258,FRC,Công ty cổ phần Lâm đặc sản Xuất khẩu Quảng Nam,UPCOM,Chế phẩm từ gỗ
259,FRM,Công ty Cổ phần Lâm nghiệp Sài Gòn,UPCOM,Chế phẩm từ gỗ
260,FSO,Công ty cổ phần Cơ khí đóng tàu thủy sản Việt Nam,UPCOM,Xây dựng công trình
261,FT1,Công ty cổ phần Phụ tùng máy số 1,UPCOM,Phụ tùng ô tô
262,FTI,Công ty Cổ phần Công nghiệp - Thương mại Hữu Nghị,UPCOM,Dịch vụ bất động sản
263,G20,Công ty Cổ phần Đầu tư Dệt may Vĩnh Phúc,UPCOM,Các sản phẩm gia dụng lâu bền
264,G36,Tổng công ty 36 - CTCP,UPCOM,Xây dựng công trình
265,GCB,Công ty cổ phần Petec Bình Định,UPCOM,Cửa hàng chuyên dụng
266,GE2,Tổng Công ty Phát điện 2 - Công ty Cổ phần,UPCOM,Điện
267,GER,Công ty Cổ phần Thể Thao Ngôi Sao Geru,UPCOM,Dịch vụ hỗ trợ kinh doanh
268,GGG,Công ty Cổ phần Ô tô Giải Phóng,UPCOM,Xe tải và phương tiện vận chuyển thương mại
269,GH3,Công ty Cổ phần Công trình Giao thông Hà Nội,UPCOM,Dịch vụ bất động sản
270,GHC,Công ty Cổ phần Thủy điện Gia Lai,UPCOM,Xây dựng công trình
271,GLC,Công ty cổ phần Vàng Lào Cai,UPCOM,Bạch kim & Kim loại quý hiếm khác
272,GLW,Công ty cổ phần Cấp thoát nước Gia Lai,UPCOM,Nước
273,GND,Công ty cổ phần Gạch ngói Đồng Nai,UPCOM,Vật liệu xây dựng
274,GQN,Công ty cổ phần Giống Thủy sản Quảng Nam,UPCOM,Nông sản và thủy hải sản
275,GSM,Công ty Cổ phần Thủy điện Hương Sơn,UPCOM,Điện
276,GTD,Công ty cổ phần Giầy Thượng Đình,UPCOM,Giầy dép
277,GTH,Công ty Cổ phần Xây dựng - Giao thông Thừa Thiên Huế,UPCOM,Xây dựng công trình
