index,symbol,companyName,floor,industryName
30,BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam ,HOSE,Ngân hàng
31,BKG,Công ty Cổ phần Đầu tư BKG Việt Nam,HOSE,Chế phẩm từ gỗ
32,BMC,Công ty Cổ phần Khoáng sản Bình Định,HOSE,Khai khoáng nói chung
33,BMI,Tổng Công ty Cổ phần Bảo Minh ,HOSE,Bảo hiểm đa ngành
34,BMP,Công ty Cổ phần nhựa Bình Minh,HOSE,Vật liệu xây dựng
35,BRC,Công ty Cổ phần Cao su Bến Thành ,HOSE,Hóa chất cơ bản
36,BSI,Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,HOSE,Dịch vụ đầu tư
37,BTP,Công ty Cổ phần Nhiệt điện Bà Rịa,HOSE,Điện
38,BTT,Công ty Cổ phần Thương mại - Dịch vụ Bến Thành,HOSE,Cửa hàng chuyên dụng
39,BVH,Tập đoàn Bảo Việt ,HOSE,Bảo hiểm đa ngành
40,BWE,Công ty Cổ phần Nước - Môi trường Bình Dương,HOSE,Nước
41,C32,Công ty cổ phần CIC39,HOSE,Vật liệu xây dựng
42,C47,Công ty Cổ phần Xây dựng 47,HOSE,Vật liệu xây dựng
43,CAV,Công ty Cổ phần dây cáp điện Việt Nam ,HOSE,Thiết bị điện
44,CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,HOSE,Cửa hàng chuyên dụng
45,CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,HOSE,Đầu tư và phát triển bất động sản
46,CDC,Công ty Cổ phần Chương Dương,HOSE,Xây dựng công trình
47,CEE,Công ty Cổ phần Xây dựng Hạ tầng CII,HOSE,Xây dựng công trình
48,CHP,Công ty Cổ phần Thủy điện miền Trung,HOSE,Điện
49,CIG,Công ty Cổ phần COMA18,HOSE,Đầu tư và phát triển bất động sản
50,CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh ,HOSE,Đầu tư và phát triển bất động sản
51,CKG,CÔNG TY CÔ PHẦN TẬP ĐOÀN TƯ VẤN ĐẦU TƯ XÂY DỰNG KIÊN GIANG,HOSE,"Xây dựng, chế tạo nhà ở"
52,CLC,Công ty Cổ phần Cát Lợi,HOSE,Thuốc lá
53,CLL,Công ty Cổ phần Cảng Cát Lái,HOSE,Dịch vụ vận tải
54,CLW,Công ty Cổ phần Cấp nước Chợ Lớn ,HOSE,Nước
55,CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,HOSE,Dịch vụ máy tính
56,CMV,Công ty Cổ phần Thương Nghiệp Cà Mau,HOSE,Cửa hàng chuyên dụng
57,CMX,Công ty cổ phần Camimex Group,HOSE,Sản xuất thực phẩm
58,CNG,Công ty Cổ phần CNG Việt Nam,HOSE,Gas
59,COM,Công ty Cổ phần Vật Tư - Xăng Dầu,HOSE,Cửa hàng chuyên dụng
60,CRC,Công ty Cổ phần Create Capital Việt Nam,HOSE,Bán lẻ dụng cụ gia đình
61,CRE,Công ty Cổ phần Bất động sản Thế kỷ,HOSE,Dịch vụ bất động sản
62,CSM,Công ty Cổ phần Công nghiệp Cao su Miền Nam,HOSE,Săm lốp
63,CSV,Công ty Cổ phần hóa chất cơ bản Miền Nam ,HOSE,Hóa chất đặc biệt
64,CTD,Công ty Cổ phần Xây dựng Coteccons,HOSE,Xây dựng công trình
65,CTF,Công ty Cổ phần City Auto,HOSE,Cửa hàng chuyên dụng
66,CTG,Ngân hàng Thương mại Cổ phần Công Thương Việt Nam,HOSE,Ngân hàng
67,CTI,Công ty Cổ phần Đầu tư Phát triển Cường Thuận IDICO,HOSE,Xây dựng công trình
68,CTS,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,HOSE,Dịch vụ đầu tư
69,CVT,Công ty Cổ phần CMC,HOSE,Vật liệu xây dựng
70,D2D,Công ty Cổ phần Phát triển Đô thị Công nghiệp Số 2 ,HOSE,Đầu tư và phát triển bất động sản
71,DAG,Công ty Cổ phần Tập đoàn Nhựa Đông Á,HOSE,Vật liệu xây dựng
72,DAH,Công ty cổ phần Tập đoàn Khách sạn Đông Á,HOSE,Khách sạn
73,DAT,Công ty cổ phần Đầu tư Du lịch và Phát triển Thuỷ sản,HOSE,Công nghiệp đa ngành
74,DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,HOSE,Nông sản và thủy hải sản
75,DBD,Công ty Cổ phần Dược - Trang thiết bị Y tế Bình Định (Bidiphar),HOSE,Dược phẩm
76,DBT,Công ty Cổ phần Dược phẩm Bến Tre,HOSE,Dược phẩm
77,DC4,Công ty cổ phần Xây dựng DIC Holdings,HOSE,Xây dựng công trình
78,DCL,Công ty Cổ phần Dược phẩm Cửu Long ,HOSE,Dược phẩm
79,DCM,Công ty Cổ phần Phân Bón Dầu khí Cà Mau,HOSE,Hóa chất đặc biệt
80,DGC,Công ty cổ phần Tập đoàn Hóa chất Đức Giang,HOSE,Hóa chất cơ bản
81,DGW,Công ty Cổ phần Thế giới Số,HOSE,Bán lẻ tổng hợp
82,DHA,Công ty Cổ phần Hoá An,HOSE,Vật liệu xây dựng
83,DHC,Công ty Cổ phần Đông Hải Bến Tre ,HOSE,Giấy
84,DHG,Công ty Cổ phần Dược Hậu Giang,HOSE,Dược phẩm
85,DHM,Công ty cổ phần thương mại và khai thác khoáng sản Dương Hiếu,HOSE,Khai khoáng nói chung
86,DIG,Tổng công ty Đầu tư phát triển Xây dựng,HOSE,Đầu tư và phát triển bất động sản
87,DLG,Công ty Cổ phần Tập đoàn Đức Long Gia Lai,HOSE,"Đồ đạc, nội thất"
88,DMC,Công ty Cổ phần Xuất nhập khẩu Y tế Domesco,HOSE,Thiết bị y tế
89,DPG,Công ty Cổ phần Tập đoàn Đạt Phương,HOSE,Xây dựng công trình
90,DPM,Tổng Công ty Cổ phần Phân bón và Hóa chất dầu khí,HOSE,Hóa chất đặc biệt
91,DPR,Công ty Cổ phần Cao su Đồng Phú,HOSE,Hóa chất cơ bản
92,DQC,Công ty Cổ phần Bóng đèn Điện Quang,HOSE,Thiết bị điện
93,DRC,Công ty Cổ phần Cao Su Đà Nẵng,HOSE,Săm lốp
94,DRH,Công ty Cổ phần DRH Holdings,HOSE,Đầu tư và phát triển bất động sản
95,DRL,Công ty Cổ phần Thủy Điện - Điện lực 3,HOSE,Điện
96,DSN,Công ty Cổ phần Công viên nước Đầm Sen,HOSE,Dịch vụ vui chơi giải trí
97,DTA,Công ty Cổ phần Đệ Tam,HOSE,Đầu tư và phát triển bất động sản
98,DTL,Công ty Cổ phần Đại Thiên Lộc ,HOSE,Thép
99,DTT,Công ty Cổ phần Kỹ nghệ Đô Thành ,HOSE,Hóa chất đặc biệt
100,DVP,Công ty Cổ phần Đầu tư và Phát triển cảng Đình Vũ,HOSE,Dịch vụ vận tải
101,DXG,Công ty Cổ phần Tập đoàn Đất Xanh,HOSE,Đầu tư và phát triển bất động sản
102,DXS,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,HOSE,Dịch vụ bất động sản
103,DXV,Công ty Cổ phần ViCem Vật liệu xây dựng Đà Nẵng,HOSE,Vật liệu xây dựng
104,E1VFVN30,Quỹ ETF DCVFMVN30,HOSE,Công cụ đầu tư cổ phần
105,EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,HOSE,Ngân hàng
106,ELC,Công ty Cổ phần Đầu tư Phát triển Công nghệ điện tử - Viễn thông ,HOSE,Phần mềm
107,EMC,Công ty Cổ phần Cơ Điện Thủ Đức,HOSE,Thiết bị điện
108,EVE,Công ty Cổ phần Everpia,HOSE,Các sản phẩm gia dụng lâu bền
109,EVG,Công ty cổ phần Tập đoàn Everland,HOSE,Vật liệu xây dựng
110,FCM,Công ty Cổ phần Khoáng sản FECON ,HOSE,Khai khoáng nói chung
111,FCN,Công ty Cổ phần FECON,HOSE,Xây dựng công trình
112,FDC,Công ty Cổ phần Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,HOSE,Đầu tư và phát triển bất động sản
113,FIR,Công ty Cổ phần Địa ốc First Real,HOSE,Đầu tư và phát triển bất động sản
114,FIT,Công ty cổ phần Tập đoàn F.I.T,HOSE,Đầu tư và phát triển bất động sản
115,FLC,Công ty Cổ phần Tập đoàn FLC,HOSE,Đầu tư và phát triển bất động sản
116,FMC,Công ty Cổ phần Thực phẩm Sao Ta ,HOSE,Nông sản và thủy hải sản
117,FPT,Công ty Cổ phần FPT,HOSE,Dịch vụ máy tính
118,FRT,Công ty cổ phần Bán lẻ Kỹ thuật số FPT,HOSE,Cửa hàng chuyên dụng
119,FTM,Công ty Cổ phần Đầu tư và Phát triển Đức Quân,HOSE,"Đồ may mặc, trang sức, phụ kiện"
120,FTS,Công ty Cổ phần Chứng khoán FPT,HOSE,Dịch vụ đầu tư
121,FUCTVGF2,Quỹ Đầu tư Tăng trưởng Thiên Việt 2,HOSE,Công cụ đầu tư cổ phần
122,FUCTVGF3,Quỹ đầu tư tăng trưởng Thiên Việt 3,HOSE,Công cụ đầu tư cổ phần
123,FUCVREIT,Quỹ đầu tư bất động sản Techcom Việt Nam,HOSE,Công cụ đầu tư cổ phần
124,FUEIP100,Quỹ ETF IPAAM VN100,HOSE,Công cụ đầu tư cổ phần
125,FUESSV30,Quỹ ETF SSIAM VN30,HOSE,0
126,FUESSV50,QUỸ ETF SSIAM VNX50,HOSE,Công cụ đầu tư cổ phần
127,FUESSVFL,QUỸ ETF SSIAM VNFIN LEAD,HOSE,Công cụ đầu tư cổ phần
128,FUEVFVND,Quỹ ETF DCVFMVN DIAMOND,HOSE,Công cụ đầu tư cổ phần
129,FUEVN100,Công ty Cổ phần Quản lý Quỹ VinaCapital,HOSE,Công cụ đầu tư cổ phần
130,GAB,CÔNG TY CỔ PHẦN ĐẦU TƯ KHAI KHOÁNG & QUẢN LÝ TÀI SẢN FLC,HOSE,Vật liệu xây dựng
131,GAS,Tổng Công ty Khí Việt Nam - CTCP,HOSE,Gas
132,GDT,Công ty Cổ phần Chế biến Gỗ Đức Thành ,HOSE,"Đồ đạc, nội thất"
133,GEG,Công ty Cổ phần Điện Gia Lai,HOSE,Điện
134,GEX,Công ty Cổ phần Tập đoàn Gelex,HOSE,Thiết bị điện
135,GIL,Công ty Cổ phần Sản Xuất Kinh Doanh Xuất Nhập Khẩu Bình Thạnh,HOSE,"Đồ may mặc, trang sức, phụ kiện"
136,GMC,Công ty cổ phần Garmex Sài Gòn,HOSE,"Đồ may mặc, trang sức, phụ kiện"
137,GMD,Công ty Cổ phần Gemadept ,HOSE,Dịch vụ vận tải
138,GSP,Công ty Cổ phần Vận tải Sản Phẩm khí Quốc Tế,HOSE,Gas
139,GTA,Công ty Cổ phần chế biến gỗ Thuận An,HOSE,"Đồ đạc, nội thất"
140,GTN,Công ty cổ phần GTNFOODS,HOSE,Sản xuất thực phẩm
141,GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty cổ phần,HOSE,Hóa chất cơ bản
142,HAG,Công ty Cổ phần Hoàng Anh Gia Lai,HOSE,Đầu tư và phát triển bất động sản
143,HAH,Công ty Cổ phần Vận tải và xếp dỡ Hải An ,HOSE,Dịch vụ vận tải
144,HAI,Công ty Cổ phần Nông dược H.A.I,HOSE,Hóa chất đặc biệt
145,HAP,Công ty Cổ phần Tập đoàn HAPACO,HOSE,Giấy
146,HAR,Công ty Cổ phần Đầu tư Thương mại Bất động sản An Dương Thảo Điền,HOSE,Đầu tư và phát triển bất động sản
147,HAS,Công ty Cổ phần Hacisco,HOSE,Xây dựng công trình
148,HAX,Công ty Cổ phần Dịch vụ Ô tô Hàng Xanh,HOSE,Cửa hàng chuyên dụng
149,HBC,Công ty Cổ phần Tập đoàn Xây dựng Hòa Bình,HOSE,Xây dựng công trình
150,HCD,Công ty cổ phần Đầu tư Sản xuất và Thương mại HCD,HOSE,Vật liệu xây dựng
151,HCM,Công ty Cổ phần Chứng khoán Thành phố Hồ Chí Minh,HOSE,Dịch vụ đầu tư
152,HDB,Ngân hàng Thương mại Cổ phần Phát triển Thành phố Hồ Chí Minh,HOSE,Ngân hàng
153,HDC,Công ty Cổ phần Phát triển nhà Bà Rịa-Vũng Tàu,HOSE,Đầu tư và phát triển bất động sản
154,HDG,Công ty Cổ phần Tập đoàn Hà Đô,HOSE,Đầu tư và phát triển bất động sản
155,HHP,Công ty cổ phần Giấy Hoàng Hà Hải Phòng,HOSE,Giấy
156,HHS,Công ty Cổ phần Đầu tư - Dịch vụ Hoàng Huy ,HOSE,Ôtô
157,HID,Công ty Cổ phần Halcom Việt Nam,HOSE,Xây dựng công trình
158,HII,Công ty Cổ phần An Tiến Industries,HOSE,Khai khoáng nói chung
159,HMC,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,HOSE,Thép
160,HNG,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,HOSE,Nông sản và thủy hải sản
161,HOT,Công ty Cổ phần Du lịch-Dịch vụ Hội An,HOSE,Khách sạn
162,HPG,Công ty Cổ phần Tập đoàn Hòa Phát,HOSE,Thép
163,HPX,Công ty cổ phần Đầu tư Hải Phát,HOSE,Đầu tư và phát triển bất động sản
164,HQC,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,HOSE,Đầu tư và phát triển bất động sản
165,HRC,Công ty Cổ phần Cao su Hòa Bình,HOSE,Hóa chất cơ bản
166,HSG,Công ty Cổ phần Tập đoàn Hoa Sen,HOSE,Thép
167,HSL,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN THỰC PHẨM HỒNG HÀ,HOSE,Nông sản và thủy hải sản
168,HT1,Công ty Cổ phần xi măng Hà Tiên 1,HOSE,Vật liệu xây dựng
169,HTI,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,HOSE,Xây dựng công trình
170,HTL,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,HOSE,Xe tải và phương tiện vận chuyển thương mại
